index,Name,Aces,Double Faults,Service Points Won,Break Points Converted,Sets Won,Tiebreaks Won,Wins,Match Duration,Year
4551,Andrea Gaudenzi,3,5.6,44.4,2,0.4,0,0,99.8,1997
4552,Christian Ruud,2.4,3.2,47,3.4,1,0,0.4,96.2,1997
4553,Fabrice Santoro,2,3.2,42.8,3.6,1.6,0.2,0.6,104,1997
4554,Carlos Moya,3.2,0.8,44,3.4,1.4,0.2,0.6,88,1997
4555,Alberto Berasategui,2.4,2.6,40.8,3.2,1.2,0.2,0.6,104,1997
4556,Alex Corretja,3.2,2.2,40.6,4.4,1.6,0,0.8,116.2,1997
4557,Frederic Fontang,1,2,54.2,4,1.2,0.2,0.4,108.4,1997
4558,Gilbert Schaller,0.4,1.8,34,5,1.6,0,0.8,83.8,1997
4559,Carlos Moya,2.4,1,40,3.8,1.4,0.2,0.6,96.8,1997
4560,Alberto Berasategui,1.6,3,36,3,0.8,0,0.4,90.4,1997
4561,Alex Corretja,2.2,2.6,37.6,4.4,1.6,0,0.8,126.2,1997
4562,Gilbert Schaller,0.2,1.8,29.6,4,1.2,0,0.6,91.8,1997
4563,Felix Mantilla,2.2,2,38,3.6,1.4,0,0.6,107.6,1997
4564,Alex Corretja,2,3.2,36.8,4.4,1.6,0,0.8,136.2,1997
4565,Alex Corretja,2.8,3.2,40.6,4.4,2,0,1,134.8,1997
4566,Marc Rosset,8.2,5.6,48.4,2.8,1.4,0.2,0.6,115,1997
4567,Shuzo Matsuoka,7.8,2.6,38.2,0.2,0,0,0,93.4,1997
4568,Stephane Simian,5.8,4.4,38.8,1.6,0.8,0,0.2,107.8,1997
4569,Mark Woodforde,3.4,4.4,47.6,1.4,0.4,0,0,97.8,1997
4570,Alexander Volkov,3.2,6.6,41.6,2.6,0.6,0.2,0.2,85.4,1997
4571,Daniel Nestor,6,3.2,43.6,2.2,0.8,0.2,0.4,108.6,1997
4572,Andrei Cherkasov,2.6,2.4,54.6,3.2,0.8,0,0,91.6,1997
4573,Jeff Tarango,1.8,2.2,41.4,2.8,1,0.2,0.4,106.2,1997
4574,David Prinosil,6.2,2.8,34.6,3.6,1,0,0.6,99,1997
4575,David Prinosil,4.6,2.6,32.6,3.4,1,0,0.6,93,1997
4576,Patrick Rafter,6,4,47.4,2.2,1.2,0.4,0.6,100.2,1997
4577,Michael Chang,3.8,2.4,42.8,4.4,2,0.4,1,95,1997
4578,Alberto Berasategui,1,2.4,36.2,3.8,1.2,0,0.6,97.6,1997
4579,Marc-Kevin Goellner,10.2,5.2,53.8,1.6,0.8,0,0.2,66.2,1997
4580,Alex Corretja,2.8,3.6,43.2,4.6,1.8,0,0.8,121.2,1997
4581,Bohdan Ulihrach,2.4,3.6,46.8,2.4,1,0,0.4,83.4,1997
4582,Gilbert Schaller,0.2,1.8,29.4,4,1.2,0,0.6,84.8,1997
4583,Emilio Sanchez,1,0.6,36.2,2,0.6,0,0.2,97,1997
4584,Francisco Clavet,0.6,3.8,41,4.8,1.6,0.2,0.8,113.4,1997
4585,Andrea Gaudenzi,1.8,5.2,38.8,2,0.4,0,0,104.6,1997
4586,Renzo Furlan,6.8,2.4,54.4,3.4,1.4,0,0.6,92.8,1997
4587,Magnus Larsson,7.6,1.8,43.6,3.4,1.6,0,0.8,60,1997
4588,Carlos Moya,2,1,40,3.6,1.4,0,0.6,88,1997
4589,Alberto Berasategui,0.6,2.2,35,4,1.6,0,0.8,96,1997
4590,Cedric Pioline,7.8,3.2,49.4,3,1.4,0.2,0.6,100.4,1997
4591,Andrei Medvedev,3.8,1.8,46,3.6,1.6,0.2,0.8,87.6,1997
4592,Fernando Meligeni,2.8,2.6,41,3.4,1.2,0,0.6,99.2,1997
4593,Christian Ruud,0.6,2,37.6,2.4,1.2,0.2,0.6,90,1997
4594,Cedric Pioline,6.4,3,44.8,2.6,1.4,0.4,0.6,89,1997
4595,Alberto Berasategui,0.6,1.4,35,3.6,1.6,0.2,0.8,86.8,1997
4596,Christian Ruud,0.4,1.2,34.8,2.6,1.2,0.2,0.6,92,1997
4597,Andrei Medvedev,1.8,2.2,35,3.4,1.2,0,0.6,92.6,1997
4598,Alberto Berasategui,0.6,1.4,37.2,3.6,1.6,0.2,0.8,97.6,1997
4599,Albert Portas,2.2,1.6,43.8,4.2,1.8,0.2,0.8,95.8,1997
4600,Albert Costa,1.8,2.6,40.6,5,1.8,0.2,0.8,94.6,1997
4601,Albert Portas,1.8,1.4,43,4.8,2,0.2,1,110.2,1997
4602,Andrei Cherkasov,2.8,1.2,50,3,1,0.2,0.2,94.6,1997
4603,Alex Radulescu,10.2,2.8,51.6,2.2,1.6,0.2,0.6,69.8,1997
4604,David Adams,0.8,4.2,27,0.6,0,0,0,133.2,1997
4605,Jean-Philippe Fleurian,0.8,1.8,44,2.4,1,0,0.4,95.2,1997
4606,Sebastien Lareau,3.8,3.4,33.6,2.6,1.2,0.2,0.6,84.2,1997
4607,Andrei Olhovskiy,7,4.4,42.4,1.4,0.2,0.2,0,88.8,1997
4608,Andrew Richardson,10,3.2,49.6,2,0.8,0,0.2,118.8,1997
4609,Martin Damm,8.2,4.6,53.2,2.6,1,0,0.4,80.2,1997
4610,Frederik Fetterlein,10.4,2.8,51.8,2.4,1.4,0.2,0.6,120.8,1997
4611,Mark Woodforde,2.4,3,45.8,2.8,1,0,0.4,102.2,1997
4612,Andrei Cherkasov,2.8,1.2,47.8,3.6,1.2,0.2,0.4,97.6,1997
4613,Marc Rosset,5.8,4.6,43.4,2,1,0.2,0.4,141.2,1997
4614,Jeff Tarango,1.2,2,40.2,3.6,1.4,0.2,0.6,91.4,1997
4615,David Prinosil,3.8,2.8,46,1.4,0.8,0.2,0.6,96.6,1997
4616,Patrick Rafter,4.8,3,35.8,3.2,1.6,0.2,0.8,118.2,1997
4617,Mark Woodforde,2.8,1.8,42,3.6,1.4,0,0.6,127.4,1997
4618,Lionel Roux,2.2,1.4,41.4,4.2,1.6,0.2,0.8,113,1997
4619,Patrick Rafter,4,3.6,35.4,2.4,1.2,0.2,0.6,104.2,1997
4620,Boris Becker,13.2,5,49.2,4,1.6,0.2,0.6,118.2,1997
4621,Albert Costa,2.8,2.2,40.6,5.2,2.2,0.2,1,106.6,1997
4622,Alex Corretja,1.4,3.2,36.6,4.6,1.8,0,0.8,107.2,1997
4623,Javier Sanchez,1.8,2.4,31,2.6,0.8,0,0.4,76.8,1997
4624,Andrea Gaudenzi,1.4,5.2,37.6,3.2,0.8,0,0.2,116.6,1997
4625,Hicham Arazi,4.4,1.8,37,3,1,0,0.4,90.4,1997
4626,Andrei Medvedev,5.2,1.8,42,4.4,1.6,0,0.8,79,1997
4627,Cedric Pioline,4.4,2.6,42.8,2.6,1.6,0.4,0.8,90.2,1997
4628,Fabrice Santoro,0.8,3,36.4,4,1.4,0.2,0.6,83,1997
4629,Mark Woodforde,2.6,1.2,40.8,3.8,1.4,0,0.6,113.6,1997
4630,Bohdan Ulihrach,2.2,3.4,48.8,2,1,0.2,0.4,83.4,1997
4631,Magnus Larsson,5,1.6,45.6,3.2,1.6,0,0.8,94.6,1997
4632,Fabrice Santoro,1,2.4,36.4,4,1.6,0.4,0.8,73,1997
4633,Christian Ruud,0.6,1.8,41.2,2.8,1.6,0.2,0.8,88,1997
4634,Michael Stich,4.8,5.4,37,2,0.8,0,0.4,98.4,1997
4635,Bohdan Ulihrach,2.4,4,53.8,2.6,1,0.2,0.4,80,1997
4636,Carlos Moya,3,2.6,45,5.4,1.6,0,0.8,81,1997
4637,Andrea Gaudenzi,1.8,4.8,36.8,3.4,0.8,0,0.2,140.6,1997
4638,Carlos Costa,1.8,1.8,38.2,4.2,1.4,0.2,0.6,86,1997
4639,Albert Costa,3.2,2,41,5,2.2,0.2,1,89.8,1997
4640,Jim Courier,4.6,4,47,2.4,1.2,0.4,0.6,111.2,1997
4641,Alberto Berasategui,1.2,2.2,42.4,4,1.4,0.2,0.6,109.6,1997
4642,Jan Siemerink,5.4,4.4,40.6,0.8,0.4,0.2,0.2,107,1997
4643,Arnaud Boetsch,1,1.2,48.4,2.8,1.2,0,0.6,89.4,1997
4644,Mark Philippoussis,6.8,6,37.8,2.4,1.2,0,0.6,116.8,1997
4645,Andrei Medvedev,5.2,1.4,39.8,3.4,1.2,0,0.6,107,1997
4646,Albert Costa,3.2,2,43.8,4.2,1.8,0.2,0.8,112.8,1997
4647,Alex Corretja,2.4,2.4,44.8,4.8,1.8,0.2,0.8,90.8,1997
4648,Fabrice Santoro,1.6,2.2,35.8,4.2,1.6,0.2,0.8,79.8,1997
4649,Arnaud Boetsch,0.8,1.8,52.4,2.8,1.2,0,0.6,101,1997
4650,Christian Ruud,1,2,45.4,3,1.6,0.4,0.8,93,1997
4651,Magnus Larsson,2,1.8,38.6,2.6,1.2,0,0.6,128.6,1997
4652,Alex Corretja,1.8,2,42.4,5,1.8,0.2,0.8,75.6,1997
4653,Carlos Costa,2.2,1.6,40.4,3.8,1.2,0.2,0.6,94.8,1997
4654,Alex Corretja,1.6,1.8,40.6,5,2,0.2,1,75.8,1997
4655,Alex Corretja,2,2.4,44.8,4.4,1.6,0.2,0.8,74.2,1997
4656,Chris Woodruff,5.2,5.4,40.2,3.2,1.4,0,0.6,101,1997
4657,Oliver Gross,5.4,6.2,41.8,4.4,1.4,0.2,0.6,74.8,1997
4658,Guillaume Raoux,4.8,4,34.4,0.8,0.6,0.4,0.2,114.4,1997
4659,Byron Black,5.2,2.4,40.4,2.4,1.2,0.4,0.6,87,1997
4660,Grant Stafford,3.6,2.8,40,3.2,1.4,0.4,0.6,68.8,1997
4661,Byron Black,5.2,3.4,42,3,1.2,0.4,0.6,99.6,1997
4662,Fernando Meligeni,2.4,2,43.4,2.6,1.2,0.4,0.6,115.2,1997
4663,Jason Stoltenberg,5.6,3.4,54.4,3.8,1.6,0.2,0.6,97.8,1997
4664,Chris Woodruff,3.8,6.8,52.2,3.2,1.4,0.2,0.6,96.4,1997
4665,Grant Stafford,4.4,1,41.8,3.8,1.8,0,0.8,73.8,1997
4666,Fernando Meligeni,2.8,2.2,46.8,2.2,1.2,0.4,0.6,115.8,1997
4667,Jim Courier,5.4,4.4,45.8,2.8,1,0.2,0.4,108,1997
4668,Byron Black,4.4,3.6,46.6,2.4,1,0.4,0.4,91.4,1997
4669,Chris Woodruff,4,6,53.6,4,1.8,0.2,0.8,94.2,1997
4670,Marcelo Filippini,1.8,2,44.8,3.4,1.4,0.4,0.6,111.8,1997
4671,Javier Frana,7.4,1.6,41.8,2.8,1.2,0.2,0.4,109.6,1997
4672,Jonas Bjorkman,4,2,40,2.8,1,0,0.4,92,1997
4673,Andre Agassi,2.8,3.8,46.8,1.6,0.6,0,0.2,84.6,1997
4674,Johan Van Herck,4.4,4.2,50.6,2.2,0.8,0.2,0.2,89.4,1997
4675,Chris Woodruff,4.2,5,50.8,3.8,1.8,0.4,0.8,102.2,1997
4676,Magnus Norman,9.8,1.6,44,3,1.6,0.2,0.8,106.6,1997
4677,Fernando Meligeni,3,1.8,39.4,2,1.2,0.2,0.6,116,1997
4678,Gilbert Schaller,1.2,2.6,30.4,3.4,0.8,0,0.4,109.4,1997
4679,Jason Stoltenberg,6.2,3.4,45.4,3.4,1.6,0,0.8,86,1997
4680,Jason Stoltenberg,5.6,3.8,43.8,3.2,1.4,0,0.8,97.2,1997
4681,Dominik Hrbaty,3,5,45.2,2,0.6,0.2,0.2,87.2,1997
4682,Marc-Kevin Goellner,6.8,4,56,2.6,1.4,0.2,0.6,83,1997
4683,Alex Corretja,2.4,2.2,42.2,4.4,1.6,0.2,0.8,73.8,1997
4684,David Prinosil,3.8,3,53.6,1.6,1,0.2,0.4,122,1997
4685,Hernan Gumy,2.4,3.4,39.8,1.8,0.4,0,0.2,100.6,1997
4686,Andrea Gaudenzi,1.8,3.6,41,4.6,1.4,0,0.6,134.8,1997
4687,Carlos Moya,1.6,0.8,52,3.6,1.6,0.2,0.8,113.4,1997
4688,Alberto Berasategui,2.8,3.8,48.4,3.2,1.2,0,0.4,101.2,1997
4689,Alex Corretja,1.8,2,40.8,4.4,1.6,0,0.8,72.6,1997
4690,Hernan Gumy,2.2,3,42.4,1.8,0.6,0.2,0.2,114.6,1997
4691,Carlos Moya,1.8,1,52,3.4,1.2,0,0.6,140.2,1997
4692,Alex Corretja,2.2,2.4,45.4,4.2,1.6,0,0.8,81.4,1997
4693,Alex Corretja,2.6,2.6,44,4.2,1.6,0,0.8,89.4,1997
4694,Lionel Roux,1.2,3.2,36.4,3.4,1,0,0.4,115.4,1997
4695,Marcelo Rios,3,1.6,46.4,3.8,2.2,0.4,1,123.8,1997
4696,Cedric Pioline,2.4,2.4,43.8,3.2,1.2,0.2,0.6,97.6,1997
4697,Javier Sanchez,1.2,2.4,22,1.8,0.4,0,0.2,89.4,1997
4698,Arnaud Boetsch,0.6,1.8,50.6,2.4,0.8,0,0.4,122,1997
4699,Emilio Benfele Alvarez,2,2.8,44.4,3.4,1.4,0,0.6,124,1997
4700,Cedric Pioline,2.4,2,44.8,4,1.6,0,0.8,112.6,1997
4701,Bohdan Ulihrach,2,3.2,42.2,4.8,1.8,0,0.8,128.8,1997
4702,Bohdan Ulihrach,2.6,4,40.8,5.6,1.8,0,0.8,138.4,1997
4703,Neville Godwin,3.2,2.2,36.8,2.4,0.8,0,0.4,132,1997
4704,Alex O'Brien,4.8,3.2,55.6,2.8,1.2,0.2,0.4,85.8,1997
4705,Emilio Sanchez,1.4,0.6,34.8,1.4,0.2,0,0,121.2,1997
4706,Frederic Fontang,1.6,1.4,47.4,4.4,1.2,0,0.4,102.2,1997
4707,Sandon Stolle,9.8,5.2,40.6,2.8,1.4,0.2,0.6,112.2,1997
4708,Guillaume Raoux,4.8,3.4,38.6,1,0.8,0.4,0.2,109.4,1997
4709,Mark Woodforde,2.2,1.8,42.4,3.8,1.2,0,0.6,102.2,1997
4710,Jason Stoltenberg,3.6,3,37.8,4.2,1.4,0,0.8,106.4,1997
4711,Johan Van Herck,4.8,2.8,51,2.6,1.4,0.2,0.6,82.8,1997
4712,Jonas Bjorkman,5.8,2,45.2,3.6,1.8,0.2,0.8,97.6,1997
4713,Jason Stoltenberg,5.6,3,38.2,4.4,1.6,0,0.8,117,1997
4714,Jason Stoltenberg,5.4,2.8,40,5,2,0,1,105.2,1997
4715,Felix Mantilla,2.2,0.4,39.8,2.8,1,0,0.4,107.6,1997
4716,Karol Kucera,1.6,5.2,41.4,3.8,0.6,0,0,105,1997
4717,Renzo Furlan,3,2.4,51.4,2.8,1.2,0.4,0.4,97.6,1997
4718,Cedric Pioline,3.2,1.6,50,5.2,1.8,0.2,0.8,114.8,1997
4719,Marzio Martelli,4.6,5,43.6,2.2,0.8,0,0.2,90.6,1997
4720,Alberto Martin,3.2,3,43.4,3.2,1.2,0.4,0.6,114,1997
4721,Christian Ruud,1.6,2,42.8,3.6,1.6,0.2,0.8,108.4,1997
4722,Richard Fromberg,7.4,5,47.6,3,1.4,0.2,0.6,101.2,1997
4723,Andrei Medvedev,4.8,2,42.2,3.8,1.4,0,0.6,109.8,1997
4724,Alberto Martin,3,3.8,52,3.8,1.4,0.4,0.6,99.8,1997
4725,Albert Costa,3.8,1.2,45,3.4,1.8,0.2,0.8,127.4,1997
4726,Alex Corretja,3.2,2.8,47.4,4.4,1.8,0,0.8,79.6,1997
4727,Felix Mantilla,2,0.4,39.2,3.4,1.4,0,0.6,111.8,1997
4728,Alberto Berasategui,3.4,3,47.4,3.4,1.6,0,0.6,109.2,1997
4729,Michael Stich,2.4,4.8,39.2,2.6,0.8,0,0.4,98.2,1997
4730,Carlos Costa,1.8,2.2,45.8,3,1,0.4,0.4,120.2,1997
4731,Slava Dosedel,1,0.8,39.4,2.2,1.2,0.6,0.6,103.2,1997
4732,Alberto Berasategui,3.8,2.4,43.6,4,1.8,0,0.8,94.6,1997
4733,Sergi Bruguera,2.6,0.8,40.8,4.6,1.8,0,0.8,81,1997
4734,Albert Costa,2.2,1.2,41.4,3.4,1.6,0.2,0.8,125.2,1997
4735,Albert Costa,2.4,1.4,40.6,2.4,1.2,0.2,0.6,133.2,1997
4736,Felix Mantilla,1.6,0.6,49,3.8,1.8,0.4,0.8,107.2,1997
4737,Andrei Medvedev,3.4,2.4,43,4,1.8,0.2,0.8,91.6,1997
4738,Andrei Medvedev,3.2,1.8,41.2,4.2,2,0.2,1,77.2,1997
4739,Andrei Medvedev,3.6,0.6,40.8,4.4,2.2,0.2,1,76.4,1997
4740,Jim Courier,5.2,4.2,46.2,2.8,1,0.2,0.4,115.4,1997
4741,Javier Sanchez,1.6,4,34.2,1.6,0,0,0,110,1997
4742,Diego Nargiso,5.6,7.8,49.8,1.8,0.4,0.2,0.2,94.6,1997
4743,Goran Ivanisevic,10,5.4,50.8,1.8,1.2,0.2,0.6,125.6,1997
4744,Magnus Larsson,4.4,1.8,51.6,2.6,1.4,0.4,0.6,110.4,1997
4745,Albert Costa,2.8,2,41.8,2.2,1.2,0.2,0.6,129.8,1997
4746,Felix Mantilla,1.2,1.4,50.8,3,1.4,0.4,0.6,86,1997
4747,Karim Alami,2.6,1.8,38.4,3.4,1.2,0,0.4,114.8,1997
4748,Emilio Benfele Alvarez,3.8,2.8,46.8,4.4,1.8,0.2,0.8,120.4,1997
4749,Alex O'Brien,5.8,3,53.4,2.6,0.8,0.2,0.2,107,1997
4750,Christian Ruud,1.2,1.8,41.2,3,1.2,0.2,0.6,110,1997
4751,Paul Haarhuis,5.2,2.6,45.8,4.4,1.2,0,0.4,111.6,1997
4752,Marc-Kevin Goellner,9.8,2.2,45.2,1.2,1.2,0.6,0.6,129.6,1997
4753,Fabrice Santoro,3,2,41.4,3.2,1.2,0.2,0.6,135.4,1997
4754,Carlos Moya,2.8,1,42.8,3.4,1.2,0,0.6,124.2,1997
4755,Boris Becker,6.6,4.2,40.8,4.2,1.4,0.2,0.6,148.2,1997
4756,Alberto Berasategui,2.2,1.6,44,4,1.8,0,0.8,109,1997
4757,Alberto Berasategui,1.8,2.2,44,4,1.8,0,0.8,94.4,1997
4758,Boris Becker,7.2,3,38.8,3.4,1.2,0.2,0.6,177,1997
4759,Magnus Larsson,4.8,2.2,52.2,2.6,1.2,0.6,0.4,102.2,1997
4760,Alex Corretja,3.8,3.6,45.6,4,1.6,0,0.8,102.6,1997
4761,Albert Costa,2.8,2.2,41.6,2.8,1.4,0,0.6,98,1997
4762,Jim Courier,4.2,3,48,2.2,1.4,0.6,0.6,115.6,1997
4763,Goran Ivanisevic,7.6,4,46.6,2,1.2,0.2,0.6,95.8,1997
4764,Jim Courier,5.6,2.8,50.6,3.2,1.6,0.6,0.6,104,1997
4765,Alex Corretja,4.2,2.8,45.4,4,1.6,0,0.8,110.6,1997
4766,Alberto Berasategui,1.6,2.4,45.6,3.8,1.8,0,0.8,79.8,1997
4767,Alex Corretja,4,2.2,49.4,4,2,0.4,1,111.8,1997
4768,Alberto Berasategui,2.2,2.2,46,3.4,1.8,0,0.8,64.4,1997
4769,Alex Corretja,4.6,2.2,54.6,4.6,2.2,0.4,1,100,1997
4770,Andrea Gaudenzi,0.6,3.6,52,3.8,1.2,0,0.4,123,1997
4771,Patrick Rafter,5.2,4.4,51.6,2.4,1.4,0.6,0.6,87.4,1997
4772,Juan Albert Viloca-Puig,4.2,3,43.4,1.8,0.8,0.2,0.4,110.8,1997
4773,Jeff Tarango,1.8,2,34.4,3.8,1,0,0.4,126,1997
4774,Hernan Gumy,1.2,3.4,33.6,2.6,1,0.4,0.4,120,1997
4775,Jeff Tarango,1.6,1.8,38.6,4,1.2,0.2,0.4,129.2,1997
4776,Gilbert Schaller,1,3.2,44.8,2.2,0.8,0.4,0.4,111,1997
4777,Patrick Rafter,8.6,4.2,56.2,3.8,1.8,0.6,0.8,93.6,1997
4778,Fabrice Santoro,3.4,1.4,40.2,2,0.8,0,0.4,113,1997
4779,Michael Chang,4.4,3.6,47.4,4,1.6,0,0.6,96.2,1997
4780,Martin Damm,5,2.2,45.4,1,0.8,0.2,0.4,92.4,1997
4781,Goran Ivanisevic,10,3.2,65,2.4,1.4,0.2,0.6,79.4,1997
4782,Marc-Kevin Goellner,14.4,3.4,67.8,3,1.6,0.8,0.6,114.6,1997
4783,Alex Corretja,4,3,57,5,2.4,0.4,1,91.8,1997
4784,Adrian Voinea,2.4,2.8,36.8,1.6,0.2,0,0,111.6,1997
4785,Alberto Berasategui,2.2,3.8,52.8,4.2,1.8,0,0.6,59.8,1997
4786,Jonas Bjorkman,6.8,3.8,57.8,4,1.8,0.2,0.6,98.2,1997
4787,Arnaud Boetsch,1.6,3.6,41.4,3.6,1,0.2,0.4,115.4,1997
4788,Francisco Clavet,1.2,4.4,59.4,5,1.6,0,0.4,118.6,1997
4789,Jordi Burillo,7.2,3.2,38.4,2.4,0.6,0,0.2,103,1997
4790,Gustavo Kuerten,4.2,2.4,44.6,4,1.4,0,0.4,101.2,1997
4791,Frederik Fetterlein,3.2,5.6,46.4,2,0.8,0.2,0.4,106.4,1997
4792,Hernan Gumy,3.4,4.2,49.4,4,1.4,0.4,0.4,104,1997
4793,Jim Courier,5.6,3.4,57.6,3.6,1.8,0.6,0.6,90.8,1997
4794,Fernando Meligeni,3.4,2.4,51.6,2.2,1.4,0.2,0.6,104.6,1997
4795,Grant Stafford,3.8,2.2,49,3.2,1.2,0,0.4,78,1997
4796,Cedric Pioline,3.4,1.8,54.2,5,1.6,0.2,0.6,103.8,1997
4797,Andrea Gaudenzi,0.6,3,57.4,3,1,0,0.2,115.4,1997
4798,Andrei Merinov,0.8,3.4,40.6,2,0.6,0.2,0.2,93.2,1997
4799,Gilbert Schaller,1.4,2,52.4,1.8,0.8,0.4,0.2,124.4,1997
4800,Renzo Furlan,3.8,3.8,53,2,0.8,0.2,0.2,103.8,1997
4801,Alex Radulescu,9.2,4.4,51.4,1.6,0.6,0.2,0.2,102.4,1997
4802,Christian Ruud,1.2,2.2,39.6,3.2,1,0,0.4,122.4,1997
4803,Alexander Volkov,3.2,5.6,48.2,3.6,1,0,0.2,94.6,1997
4804,Kenneth Carlsen,4.4,2.4,46,2.4,0.8,0,0.2,93.4,1997
4805,Javier Sanchez,3,3.6,58.2,2.6,0.4,0.2,0,110.6,1997
4806,Francisco Clavet,0.8,3.8,56.6,4,1.4,0,0.4,124.4,1997
4807,Guillaume Raoux,3.8,2.8,42.4,2.4,1,0,0.2,107.6,1997
4808,Jeff Tarango,1.2,3.6,60.4,4,1.4,0.4,0.4,101,1997
4809,Byron Black,5.2,3.6,64.6,3.2,1.6,0.4,0.4,95.2,1997
4810,Felix Mantilla,2,1.4,55,2.6,1.4,0,0.4,81.8,1997
4811,Roberto Carretero,2.8,6.6,63.6,4.2,1.6,0.2,0.4,72.2,1997
4812,Jason Stoltenberg,6.2,3.2,48.6,5,1.8,0,0.8,105.8,1997
4813,Carlos Costa,2.6,1.8,44.4,4.2,1.2,0,0.4,117.2,1997
4814,Leander Paes,4,4.8,52.8,2.4,1,0.2,0.2,117,1997
4815,Mark Philippoussis,16.8,7,71.6,2.2,2,0.2,0.8,113.6,1997
4816,Alexander Volkov,3.6,6,51.4,3.8,0.8,0,0.2,98.2,1997
4817,Chris Woodruff,4.8,4.8,57.8,4.6,1.8,0,0.6,86.6,1997
4818,Magnus Norman,6,2.6,66.2,4.4,2.4,0,0.8,101.4,1997
4819,Michael Chang,4.8,2.2,48,4.2,1.8,0,0.6,112.2,1997
